pressure (hPa)         ozone mixing ration (kg/kg)
      140.858  1.00680e-07
      142.749  9.96110e-08
      144.665  9.85726e-08
      146.607  9.73889e-08
      148.575  9.65476e-08
      150.569  9.57896e-08
      152.590  9.49013e-08
      154.638  9.39085e-08
      156.714  9.27424e-08
      158.817  9.16228e-08
      160.949  9.07164e-08
      163.110  8.97322e-08
      165.299  8.90015e-08
      167.518  8.83305e-08
      169.766  8.77162e-08
      172.045  8.70457e-08
      174.354  8.67377e-08
      176.694  8.58170e-08
      179.066  8.50417e-08
      181.470  8.44276e-08
      183.905  8.39730e-08
      186.374  8.32784e-08
      188.876  8.29851e-08
      191.411  8.24610e-08
      193.980  8.19786e-08
      196.584  8.15844e-08
      199.222  8.09268e-08
      201.896  8.05472e-08
      204.606  8.01558e-08
      207.353  7.98323e-08
      210.136  7.97160e-08
      212.957  7.95047e-08
      215.815  7.91188e-08
      218.712  7.87911e-08
      221.647  7.85073e-08
      224.623  7.83884e-08
      227.638  7.81696e-08
      230.693  7.78776e-08
      233.790  7.76181e-08
      236.928  7.72190e-08
      240.108  7.67015e-08
      243.331  7.64613e-08
      246.597  7.63989e-08
      249.907  7.62888e-08
      253.261  7.62600e-08
      256.661  7.61318e-08
      260.106  7.59040e-08
      263.597  7.58656e-08
      267.135  7.57196e-08
      270.721  7.56230e-08
      274.355  7.56356e-08
      278.037  7.57019e-08
      281.769  7.58563e-08
      285.551  7.58065e-08
      289.384  7.58610e-08
      293.268  7.59798e-08
      297.205  7.59833e-08
      301.194  7.59881e-08
      305.237  7.61763e-08
      309.334  7.63645e-08
      313.486  7.65528e-08
      317.694  7.67410e-08
      321.958  7.69292e-08
      326.280  7.71175e-08
      330.659  7.73057e-08
      335.098  7.74939e-08
      339.596  7.76822e-08
      344.154  7.78704e-08
      348.773  7.78620e-08
      353.455  7.78535e-08
      358.199  7.78451e-08
      363.007  7.78366e-08
      367.879  7.78282e-08
      372.817  7.78197e-08
      377.822  7.78113e-08
      382.893  7.78028e-08
      388.032  7.77944e-08
      393.241  7.77859e-08
      398.519  7.76611e-08
      403.868  7.75362e-08
      409.289  7.74114e-08
      414.783  7.72866e-08
      420.350  7.71617e-08
      425.993  7.70369e-08
      431.711  7.69121e-08
      437.505  7.67872e-08
      443.378  7.66624e-08
      449.329  7.65375e-08
      455.360  7.60185e-08
      461.472  7.54995e-08
      467.667  7.49804e-08
      473.944  7.44614e-08
      480.305  7.39424e-08
      486.752  7.34234e-08
      493.286  7.29043e-08
      499.907  7.23853e-08
      506.617  7.18663e-08
      513.417  7.13473e-08
      520.309  7.06304e-08
      527.293  6.99135e-08
      534.370  6.91966e-08
      541.543  6.84797e-08
      548.812  6.77628e-08
      556.178  6.70459e-08
      563.644  6.63290e-08
      571.209  6.56121e-08
      578.876  6.48953e-08
      586.646  6.41784e-08
      594.521  6.34647e-08
      602.501  6.27510e-08
      610.588  6.20374e-08
      618.783  6.13237e-08
      627.089  6.06100e-08
      635.506  5.98964e-08
      644.036  5.91827e-08
      652.681  5.84690e-08
      661.442  5.77554e-08
      670.320  5.70417e-08
      679.318  5.61285e-08
      688.436  5.52153e-08
      697.676  5.43022e-08
      707.041  5.33890e-08
      716.531  5.24758e-08
      726.149  5.15626e-08
      735.896  5.06495e-08
      745.773  4.97363e-08
      755.784  4.88231e-08
      765.928  4.79099e-08
      776.209  4.67420e-08
      786.628  4.55740e-08
      797.187  4.44060e-08
      807.887  4.32380e-08
      818.731  4.20700e-08
      829.721  4.09020e-08
      840.857  3.97341e-08
      852.144  3.85661e-08
      863.582  3.73981e-08
      875.174  3.62301e-08
      886.921  3.52424e-08
      898.825  3.42547e-08
      910.890  3.32670e-08
      923.117  3.22793e-08
      935.507  3.12915e-08
      948.064  3.03038e-08
      960.790  2.93161e-08
      973.686  2.83284e-08
      986.755  2.73407e-08
      1000.00  2.63530e-08
