pressure (hPa)         ozone mixing ration (kg/kg)     
      113.798   9.6355272e-08
      115.325   9.4463568e-08
      116.873   9.2623873e-08
      118.442   9.0739088e-08
      120.032   8.9036228e-08
      121.643   8.7271235e-08
      123.275   8.4401203e-08
      124.930   8.2436895e-08
      126.607   8.1843143e-08
      128.306   8.1728157e-08
      130.029   7.9535520e-08
      131.774   7.8689611e-08
      133.543   7.7313809e-08
      135.335   7.6799718e-08
      137.152   7.4206093e-08
      138.993   7.3307640e-08
      140.858   7.2873580e-08
      142.749   7.1642145e-08
      144.665   7.0100313e-08
      146.607   6.7833396e-08
      148.575   6.6821339e-08
      150.569   6.5662789e-08
      152.590   6.4561909e-08
      154.638   6.2914283e-08
      156.714   6.2162442e-08
      158.817   5.9530146e-08
      160.949   5.7818892e-08
      163.110   5.6145850e-08
      165.299   5.5235330e-08
      167.518   5.3693850e-08
      169.766   5.3323441e-08
      172.045   5.2741512e-08
      174.354   5.1737706e-08
      176.694   5.0788373e-08
      179.066   4.9776624e-08
      181.470   4.9358776e-08
      183.905   4.9672207e-08
      186.374   4.9594780e-08
      188.876   4.9538703e-08
      191.411   4.9574618e-08
      193.980   4.9418214e-08
      196.584   4.9442046e-08
      199.222   4.9676350e-08
      201.896   4.9308267e-08
      204.606   4.9992167e-08
      207.353   5.0030803e-08
      210.136   5.0257830e-08
      212.957   5.0517106e-08
      215.815   5.0499338e-08
      218.712   4.9998205e-08
      221.647   5.0320417e-08
      224.623   5.0409684e-08
      227.638   4.9644678e-08
      230.693   4.9305749e-08
      233.790   4.8924247e-08
      236.928   4.9035836e-08
      240.108   4.9288383e-08
      243.331   4.9301829e-08
      246.597   4.8949796e-08
      249.907   4.9106409e-08
      253.261   4.9522193e-08
      256.661   5.0155972e-08
      260.106   4.9718732e-08
      263.597   5.0166713e-08
      267.135   4.9155753e-08
      270.721   4.9083359e-08
      274.355   4.9166069e-08
      278.037   4.9927835e-08
      281.769   5.0204251e-08
      285.551   5.0081099e-08
      289.384   5.0259357e-08
      293.268   5.0291163e-08
      297.205   5.0915438e-08
      301.194   5.0206956e-08
      305.237   5.1046178e-08
      309.334   5.1885400e-08
      313.486   5.2724622e-08
      317.694   5.3563874e-08
      321.958   5.4403096e-08
      326.280   5.5242318e-08
      330.659   5.6081540e-08
      335.098   5.6920762e-08
      339.596   5.7759984e-08
      344.154   5.8599205e-08
      348.773   5.8617064e-08
      353.455   5.8634922e-08
      358.199   5.8652781e-08
      363.007   5.8670639e-08
      367.879   5.8688498e-08
      372.817   5.8706356e-08
      377.822   5.8724215e-08
      382.893   5.8742073e-08
      388.032   5.8759932e-08
      393.241   5.8777792e-08
      398.519   5.9424793e-08
      403.868   6.0071794e-08
      409.289   6.0718795e-08
      414.783   6.1365797e-08
      420.350   6.2012798e-08
      425.993   6.2659799e-08
      431.711   6.3306801e-08
      437.505   6.3953802e-08
      443.378   6.4600803e-08
      449.329   6.5247804e-08
      455.360   6.5129341e-08
      461.472   6.5010877e-08
      467.667   6.4892410e-08
      473.944   6.4773946e-08
      480.305   6.4655483e-08
      486.752   6.4537019e-08
      493.286   6.4418556e-08
      499.907   6.4300092e-08
      506.617   6.4181629e-08
      513.417   6.4063163e-08
      520.309   6.2343458e-08
      527.293   6.0623753e-08
      534.370   5.8904048e-08
      541.543   5.7184343e-08
      548.812   5.5464638e-08
      556.178   5.3744933e-08
      563.644   5.2025228e-08
      571.209   5.0305522e-08
      578.876   4.8585817e-08
      586.646   4.6866112e-08
      594.521   4.6390674e-08
      602.501   4.5915236e-08
      610.588   4.5439798e-08
      618.783   4.4964361e-08
      627.089   4.4488923e-08
      635.506   4.4013485e-08
      644.036   4.3538048e-08
      652.681   4.3062610e-08
      661.442   4.2587172e-08
      670.320   4.2111735e-08
      679.318   4.0800428e-08
      688.436   3.9489119e-08
      697.676   3.8177810e-08
      707.041   3.6866501e-08
      716.531   3.5555193e-08
      726.149   3.4243884e-08
      735.896   3.2932575e-08
      745.773   3.1621266e-08
      755.784   3.0309957e-08
      765.928   2.8998650e-08
      776.209   2.8332787e-08
      786.628   2.7666924e-08
      797.187   2.7001037e-08
      807.887   2.6335175e-08
      818.731   2.5669312e-08
      829.721   2.5003449e-08
      840.857   2.4337586e-08
      852.144   2.3671723e-08
      863.582   2.3005861e-08
      875.174   2.2339998e-08
      886.921   2.1814095e-08
      898.825   2.1288192e-08
      910.890   2.0762289e-08
      923.117   2.0236386e-08
      935.507   1.9710483e-08
      948.064   1.9184580e-08
      960.790   1.8658677e-08
      973.686   1.8132774e-08
      986.755   1.7606871e-08
      1000.00   1.7080969e-08
