299.20103      375
       59.632150      0.20757900       250.65226   3.8501731e-06   1.6457894e-06
       58.651730      0.23718600       251.83063   3.8514035e-06   1.8214187e-06
       57.666710      0.27101600       253.00900   3.8667436e-06   1.9984695e-06
       56.677090      0.30967100       254.18737   3.8920507e-06   2.1788500e-06
       55.682880      0.35383900       255.36574   3.9068758e-06   2.3815402e-06
       54.684050      0.40430800       256.54411   3.9127138e-06   2.6004481e-06
       53.680630      0.46197500       257.72248   3.9081651e-06   2.8371634e-06
       52.674400      0.52786700       257.98356   3.8974706e-06   3.1171403e-06
       51.667220      0.60315700       258.21098   3.8800201e-06   3.4177801e-06
       50.659130      0.68918500       258.45569   3.8572572e-06   3.7402117e-06
       49.649710      0.78748400       258.88302   3.8406715e-06   4.1109493e-06
       48.638630      0.89980400       259.31036   3.8195011e-06   4.5377069e-06
       47.626030       1.0281400       259.67319   3.7943790e-06   5.0152980e-06
       46.612440       1.1747900       259.79068   3.7637294e-06   5.5701267e-06
       45.598430       1.3423500       259.90816   3.7427602e-06   6.1856093e-06
       44.584930       1.5338100       259.52590   3.7205480e-06   6.8567936e-06
       43.574890       1.7525800       258.12866   3.6899072e-06   7.6041124e-06
       42.570320       2.0025500       256.73143   3.6339787e-06   8.4417160e-06
       41.571850       2.2881800       254.98947   3.5723979e-06   9.3243241e-06
       40.581030       2.6145400       252.82906   3.5076981e-06   1.0248769e-05
       39.598640       2.9874500       250.66866   3.4421647e-06   1.1223466e-05
       38.624820       3.4135600       248.41565   3.3642641e-06   1.2086783e-05
       37.659950       3.9004400       246.09376   3.2790983e-06   1.2825699e-05
       36.704170       4.4567600       243.75960   3.2063436e-06   1.3304188e-05
       35.757720       5.0924300       241.30961   3.1364022e-06   1.3727132e-05
       34.821000       5.8187700       238.77627   3.0714170e-06   1.4103578e-05
       33.894060       6.6487000       236.29453   3.0172443e-06   1.4429284e-05
       32.976060       7.5970100       234.19480   2.9474185e-06   1.4719341e-05
       32.066240       8.6805800       232.09817   2.8728162e-06   1.4993988e-05
       31.164310       9.9187000       230.15659   3.0798030e-06   1.5123785e-05
       31.074550       10.051800       229.99987   3.1009286e-06   1.5136738e-05
       30.984770       10.186800       229.86004   3.1220544e-06   1.5144081e-05
       30.895120       10.323500       229.73013   3.1431799e-06   1.5186760e-05
       30.805480       10.462100       229.59899   3.1643057e-06   1.5184418e-05
       30.715930       10.602500       229.46341   3.1854312e-06   1.5182543e-05
       30.626410       10.744800       229.35520   3.2065569e-06   1.5170332e-05
       30.536940       10.889000       229.24769   3.2276826e-06   1.5161340e-05
       30.447480       11.035200       229.13844   3.2488083e-06   1.5157185e-05
       30.358100       11.183300       229.02075   3.2699342e-06   1.5153521e-05
       30.268760       11.333400       228.87190   3.2910600e-06   1.5175865e-05
       30.179480       11.485500       228.79414   3.3121856e-06   1.5164680e-05
       30.090200       11.639700       228.67140   3.3333112e-06   1.5152858e-05
       30.001010       11.795900       228.52910   3.3544368e-06   1.5116506e-05
       29.911820       11.954300       228.39452   3.3755625e-06   1.5108053e-05
       29.822750       12.114700       228.24071   3.3966883e-06   1.5076294e-05
       29.733720       12.277300       228.10754   3.4178139e-06   1.5024618e-05
       29.644720       12.442100       227.98860   3.4389395e-06   1.4986450e-05
       29.555780       12.609100       227.84786   3.4600652e-06   1.4949272e-05
       29.466870       12.778400       227.70705   3.4811907e-06   1.4890608e-05
       29.378050       12.949900       227.54184   3.5023199e-06   1.4841137e-05
       29.289300       13.123700       227.38604   3.4125310e-06   1.4793754e-05
       29.200570       13.299900       227.24496   3.3034395e-06   1.4725353e-05
       29.111930       13.478400       227.08695   3.2781599e-06   1.4679325e-05
       29.023350       13.659300       226.93503   3.3267390e-06   1.4619182e-05
       28.934800       13.842700       226.75397   3.3856029e-06   1.4545420e-05
       28.846350       14.028500       226.59614   3.4125168e-06   1.4472601e-05
       28.757950       14.216800       226.47301   3.4276769e-06   1.4417044e-05
       28.669610       14.407600       226.32859   3.4385353e-06   1.4329194e-05
       28.581320       14.601000       226.17321   3.4348694e-06   1.4256124e-05
       28.493080       14.797000       226.02839   3.3141923e-06   1.4174800e-05
       28.404920       14.995600       225.84616   3.2854854e-06   1.4088538e-05
       28.316800       15.196900       225.71576   3.2706292e-06   1.4028186e-05
       28.228790       15.400800       225.54427   3.2547990e-06   1.3939599e-05
       28.140760       15.607600       225.42180   3.2415003e-06   1.3846931e-05
       28.052860       15.817000       225.29295   3.2208488e-06   1.3747412e-05
       27.964940       16.029400       225.14153   3.1988498e-06   1.3655659e-05
       27.877130       16.244500       225.01353   3.1634625e-06   1.3550494e-05
       27.789330       16.462600       224.84545   3.1366322e-06   1.3447535e-05
       27.701640       16.683500       224.72524   3.1139473e-06   1.3345764e-05
       27.613950       16.907500       224.57923   3.0901376e-06   1.3250991e-05
       27.526350       17.134400       224.45107   3.0899461e-06   1.3147127e-05
       27.438790       17.364400       224.31114   3.0939088e-06   1.3021119e-05
       27.351270       17.597500       224.19266   3.0709011e-06   1.2915724e-05
       27.263810       17.833700       224.07427   3.0444004e-06   1.2802220e-05
       27.176420       18.073000       223.95414   3.0198389e-06   1.2678246e-05
       27.089050       18.315600       223.79330   3.0120431e-06   1.2549569e-05
       27.001720       18.561500       223.64555   3.0357832e-06   1.2436033e-05
       26.914490       18.810600       223.50428   3.0717371e-06   1.2302016e-05
       26.827300       19.063100       223.36076   3.1449032e-06   1.2191778e-05
       26.740160       19.319000       223.22141   3.2031255e-06   1.2043189e-05
       26.653080       19.578300       223.06948   3.2300289e-06   1.1908541e-05
       26.566060       19.841100       222.89979   3.1878860e-06   1.1765441e-05
       26.479120       20.107400       222.71425   3.1498912e-06   1.1605790e-05
       26.392240       20.377300       222.54682   3.1169531e-06   1.1471767e-05
       26.305430       20.650800       222.40510   3.0812708e-06   1.1327109e-05
       26.218660       20.928000       222.26958   3.0447793e-06   1.1192234e-05
       26.131960       21.208900       222.13835   2.9962307e-06   1.1038104e-05
       26.045300       21.493600       221.96596   2.9662464e-06   1.0890470e-05
       25.958710       21.782100       221.81415   2.8919831e-06   1.0741878e-05
       25.872180       22.074500       221.64814   2.8873102e-06   1.0607140e-05
       25.785710       22.370800       221.50024   2.9043597e-06   1.0450261e-05
       25.699330       22.671000       221.32965   2.9185000e-06   1.0294545e-05
       25.612980       22.975300       221.19738   2.9093470e-06   1.0145791e-05
       25.526690       23.283700       221.03660   2.9206100e-06   9.9824703e-06
       25.440450       23.596300       220.87196   2.9608202e-06   9.8246638e-06
       25.354300       23.913000       220.71486   2.9731903e-06   9.6647082e-06
       25.268200       24.234000       220.52181   2.9806403e-06   9.4988762e-06
       25.182200       24.559200       220.37767   2.9692267e-06   9.3259624e-06
       25.096230       24.888900       220.15458   2.9676843e-06   9.1575416e-06
       25.010350       25.223000       219.93072   2.9313110e-06   8.9822735e-06
       24.924590       25.561500       219.67959   2.9452630e-06   8.8233947e-06
       24.838910       25.904600       219.45285   2.9670758e-06   8.6556090e-06
       24.753330       26.252300       219.19558   2.9696171e-06   8.5003256e-06
       24.667830       26.604700       218.98214   2.9576155e-06   8.3311670e-06
       24.582410       26.961800       218.78905   2.9410749e-06   8.1845491e-06
       24.497070       27.323700       218.58966   2.9306756e-06   8.0120995e-06
       24.411800       27.690500       218.37585   2.9584691e-06   7.8655437e-06
       24.326630       28.062100       218.21915   2.9696620e-06   7.7050477e-06
       24.241500       28.438800       218.02391   2.9769698e-06   7.5549070e-06
       24.156470       28.820500       217.84085   2.9801355e-06   7.4133064e-06
       24.071490       29.207400       217.63306   2.9425529e-06   7.2559743e-06
       23.986600       29.599400       217.43668   2.9263743e-06   7.1096916e-06
       23.901790       29.996700       217.25805   2.9176571e-06   6.9597884e-06
       23.817030       30.399400       217.07497   2.9143952e-06   6.8076997e-06
       23.732370       30.807400       216.84776   2.9239327e-06   6.6604056e-06
       23.647800       31.220900       216.61222   2.9228170e-06   6.5130554e-06
       23.563300       31.640000       216.43091   2.9193654e-06   6.3736721e-06
       23.478880       32.064700       216.22978   2.9157412e-06   6.2343828e-06
       23.394540       32.495100       216.05001   2.9066646e-06   6.0886677e-06
       23.310270       32.931200       215.86859   2.8708898e-06   5.9596392e-06
       23.226050       33.373300       215.70725   2.8449898e-06   5.8239207e-06
       23.141920       33.821200       215.52446   2.8309357e-06   5.6831216e-06
       23.057850       34.275200       215.33493   2.8212315e-06   5.5498810e-06
       22.973860       34.735200       215.17935   2.8141156e-06   5.4181857e-06
