 298.72834   375
       59.671090      0.20757900       250.24841   3.8501731e-06   1.6320584e-06
       58.691920      0.23718600       251.59377   3.8514035e-06   1.8102179e-06
       57.707500      0.27101600       252.93912   3.8667436e-06   1.9901715e-06
       56.717830      0.30967100       254.28448   3.8920507e-06   2.1722826e-06
       55.722910      0.35383900       255.62983   3.9068758e-06   2.3716614e-06
       54.722720      0.40430800       256.97519   3.9127138e-06   2.5844114e-06
       53.717290      0.46197500       258.32055   3.9081651e-06   2.8121535e-06
       52.708720      0.52786700       258.58835   3.8974706e-06   3.0777004e-06
       51.699180      0.60315700       258.81662   3.8800201e-06   3.3665489e-06
       50.688700      0.68918500       259.07285   3.8572572e-06   3.6792033e-06
       49.676630      0.78748400       259.62464   3.8406715e-06   4.0343576e-06
       48.662410      0.89980400       260.17643   3.8195011e-06   4.4346819e-06
       47.646270       1.0281400       260.62591   3.7943790e-06   4.8787937e-06
       46.629070       1.1747900       260.68618   3.7637294e-06   5.3958313e-06
       45.611680       1.3423500       260.74646   3.7427602e-06   5.9864419e-06
       44.594970       1.5338100       260.32869   3.7205480e-06   6.6306709e-06
       43.581790       1.7525800       258.94005   3.6899072e-06   7.3389235e-06
       42.574040       2.0025500       257.55140   3.6339787e-06   8.1738043e-06
       41.572460       2.2881800       255.76349   3.5723979e-06   9.0792775e-06
       40.578830       2.6145400       253.49092   3.5076981e-06   1.0052753e-05
       39.594070       2.9874500       251.21836   3.4421647e-06   1.1116737e-05
       38.618360       3.4135600       248.84119   3.3642641e-06   1.2088159e-05
       37.652100       3.9004400       246.37988   3.2790983e-06   1.2945435e-05
       36.695470       4.4567600       243.90758   3.2063436e-06   1.3530677e-05
       35.748740       5.0924300       241.30702   3.1364022e-06   1.4065695e-05
       34.812230       5.8187700       238.66494   3.0714170e-06   1.4557546e-05
       33.885860       6.6487000       236.11481   3.0172443e-06   1.4971119e-05
       32.968880       7.5970100       233.85076   2.9474185e-06   1.5344899e-05
       32.060230       8.6805800       231.84822   2.8728162e-06   1.5550713e-05
       31.159450       9.9187000       229.81408   3.0798030e-06   1.5488910e-05
       31.069830       10.051800       229.59504   3.1009286e-06   1.5483458e-05
       30.980220       10.186800       229.42411   3.1220544e-06   1.5484743e-05
       30.890750       10.323500       229.25332   3.1431799e-06   1.5476415e-05
       30.801280       10.462100       229.14484   3.1643057e-06   1.5472181e-05
       30.711910       10.602500       229.01628   3.1854312e-06   1.5446703e-05
       30.622580       10.744800       228.86476   3.2065569e-06   1.5421895e-05
       30.533300       10.889000       228.75351   3.2276826e-06   1.5403121e-05
       30.444040       11.035200       228.59189   3.2488083e-06   1.5382408e-05
       30.354880       11.183300       228.46299   3.2699342e-06   1.5367617e-05
       30.265760       11.333400       228.29071   3.2910600e-06   1.5333828e-05
       30.176720       11.485500       228.10935   3.3121856e-06   1.5298968e-05
       30.087720       11.639700       227.97227   3.3333112e-06   1.5298145e-05
       29.998790       11.795900       227.85703   3.3544368e-06   1.5268471e-05
       29.909870       11.954300       227.68358   3.3755625e-06   1.5242319e-05
